x,y,random
" 2,386 ",0.05,
" 2,387 ",0.075,
" 2,388 ",0.164,
" 2,389 ",0.266,
" 2,390 ",0.364,
" 2,391 ",0.426,
" 2,392 ",0.431,
" 2,393 ",0.431,
" 2,394 ",0.436,
" 2,395 ",0.436,
" 2,396 ",0.432,
" 2,397 ",0.409,
" 2,398 ",0.335,
" 2,399 ",0.267,
" 2,400 ",0.223,
" 2,401 ",0.161,
" 2,402 ",0.109,
" 2,403 ",0.054,
" 2,404 ",0.075,
" 2,405 ",0.252,
" 2,406 ",0.406,
" 2,407 ",0.586,
" 2,408 ",0.731,
" 2,409 ",0.813,
" 2,410 ",0.862,
" 2,411 ",0.861,
" 2,412 ",0.81,
" 2,413 ",0.763,
" 2,414 ",0.728,
" 2,415 ",0.685,
" 2,416 ",0.611,
" 2,417 ",0.557,
" 2,418 ",0.509,
" 2,419 ",0.401,
" 2,420 ",0.279,
" 2,421 ",0.195,
" 2,422 ",0.146,
" 2,423 ",0.088,
" 2,424 ",0.04,
" 2,425 ",0.026,
" 2,426 ",0.019,
" 2,427 ",0.018,
" 2,428 ",0.005,
" 2,429 ",0,
" 2,430 ",0,
" 2,431 ",0.016,
" 2,432 ",0.073,
" 2,433 ",0.121,
" 2,434 ",0.131,
" 2,435 ",0.128,
" 2,436 ",0.171,
" 2,437 ",0.265,
" 2,438 ",0.377,
" 2,439 ",0.469,
" 2,440 ",0.479,
" 2,441 ",0.387,
" 2,442 ",0.303,
" 2,443 ",0.239,
" 2,444 ",0.19,
" 2,445 ",0.172,
" 2,446 ",0.206,
" 2,447 ",0.303,
" 2,448 ",0.386,
" 2,449 ",0.423,
" 2,450 ",0.602,
" 2,451 ",0.696,
" 2,452 ",0.718,
" 2,453 ",0.724,
" 2,454 ",0.727,
" 2,455 ",0.73,
" 2,456 ",0.731,
" 2,457 ",0.73,
" 2,458 ",0.729,
" 2,459 ",0.758,
" 2,460 ",0.818,
" 2,461 ",0.882,
" 2,462 ",0.882,
" 2,463 ",0.836,
" 2,464 ",0.721,
" 2,465 ",0.579,
" 2,466 ",0.511,
" 2,467 ",0.436,
" 2,468 ",0.367,
" 2,469 ",0.304,
" 2,470 ",0.262,
" 2,471 ",0.25,
" 2,472 ",0.214,
" 2,473 ",0.135,
" 2,474 ",0.089,
" 2,475 ",0.022,
" 2,476 ",0.085,
" 2,477 ",0.171,
" 2,478 ",0.318,
" 2,479 ",0.496,
" 2,480 ",0.638,
" 2,481 ",0.745,
" 2,482 ",0.828,
" 2,483 ",0.864,
" 2,484 ",0.836,
" 2,485 ",0.844,
" 2,486 ",0.862,
" 2,487 ",0.821,
" 2,488 ",0.709,
" 2,489 ",0.629,
" 2,490 ",0.644,
" 2,491 ",0.695,
" 2,492 ",0.724,
" 2,493 ",0.745,
" 2,494 ",0.745,
" 2,495 ",0.724,
" 2,496 ",0.651,
" 2,497 ",0.45,
" 2,498 ",0.572,
" 2,499 ",0.627,
" 2,500 ",0.633,
" 2,501 ",0.641,
" 2,502 ",0.645,
" 2,503 ",0.634,
" 2,504 ",0.61,
" 2,505 ",0.562,
" 2,506 ",0.487,
" 2,507 ",0.375,
" 2,508 ",0.231,
" 2,509 ",0.119,
" 2,510 ",0.111,
" 2,511 ",0.186,
" 2,512 ",0.285,
" 2,513 ",0.353,
" 2,514 ",0.4,
" 2,515 ",0.417,
" 2,516 ",0.41,
" 2,517 ",0.423,
" 2,518 ",0.479,
" 2,519 ",0.538,
" 2,520 ",0.591,
" 2,521 ",0.546,
" 2,522 ",0.216,
" 2,523 ",0.141,
" 2,524 ",0.16,
" 2,525 ",0.239,
" 2,526 ",0.391,
" 2,527 ",0.556,
" 2,528 ",0.66,
" 2,529 ",0.696,
" 2,530 ",0.686,
" 2,531 ",0.605,
" 2,532 ",0.488,
" 2,533 ",0.38,
" 2,534 ",0.318,
" 2,535 ",0.29,
" 2,536 ",0.292,
" 2,537 ",0.405,
" 2,538 ",0.526,
" 2,539 ",0.54,
" 2,540 ",0.568,
" 2,541 ",0.618,
" 2,542 ",0.645,
" 2,543 ",0.653,
" 2,544 ",0.648,
" 2,545 ",0.616,
" 2,546 ",0.824,
" 2,547 ",0.882,
" 2,548 ",0.879,
" 2,549 ",0.867,
" 2,550 ",0.868,
" 2,551 ",0.883,
" 2,552 ",0.905,
" 2,553 ",0.915,
" 2,554 ",0.919,
" 2,555 ",0.94,
" 2,556 ",0.956,
" 2,557 ",0.949,
" 2,558 ",0.915,
" 2,559 ",0.863,
" 2,560 ",0.673,
" 2,561 ",0.355,
" 2,562 ",0.322,
" 2,563 ",0.354,
" 2,564 ",0.322,
" 2,565 ",0.263,
" 2,566 ",0.252,
" 2,567 ",0.315,
" 2,568 ",0.313,
" 2,569 ",0.338,
" 2,570 ",0.596,
" 2,571 ",0.703,
" 2,572 ",0.737,
" 2,573 ",0.764,
" 2,574 ",0.804,
" 2,575 ",0.833,
" 2,576 ",0.835,
" 2,577 ",0.832,
" 2,578 ",0.836,
" 2,579 ",0.803,
" 2,580 ",0.769,
" 2,581 ",0.807,
" 2,582 ",0.813,
" 2,583 ",0.777,
" 2,584 ",0.71,
" 2,585 ",0.65,
" 2,586 ",0.565,
" 2,587 ",0.483,
" 2,588 ",0.467,
" 2,589 ",0.457,
" 2,590 ",0.355,
" 2,591 ",0.239,
" 2,592 ",0.163,
" 2,593 ",0.142,
" 2,594 ",0.206,
" 2,595 ",0.256,
" 2,596 ",0.169,
" 2,597 ",0.062,
" 2,598 ",0.012,
" 2,599 ",0,
" 2,600 ",0,
" 2,601 ",0.001,
" 2,602 ",0.027,
" 2,603 ",0.08,
" 2,604 ",0.29,
" 2,605 ",0.496,
" 2,606 ",0.556,
" 2,607 ",0.496,
" 2,608 ",0.33,
" 2,609 ",0.193,
" 2,610 ",0.124,
" 2,611 ",0.106,
" 2,612 ",0.1,
" 2,613 ",0.086,
" 2,614 ",0.072,
" 2,615 ",0.06,
" 2,616 ",0.051,
" 2,617 ",0.027,
" 2,618 ",0.009,
" 2,619 ",0.022,
" 2,620 ",0.032,
" 2,621 ",0.019,
" 2,622 ",0.008,
" 2,623 ",0.005,
" 2,624 ",0.011,
" 2,625 ",0.035,
" 2,626 ",0.072,
" 2,627 ",0.079,
" 2,628 ",0.115,
" 2,629 ",0.162,
" 2,630 ",0.202,
" 2,631 ",0.246,
" 2,632 ",0.253,
" 2,633 ",0.206,
" 2,634 ",0.128,
" 2,635 ",0.079,
" 2,636 ",0.067,
" 2,637 ",0.084,
" 2,638 ",0.116,
" 2,639 ",0.139,
" 2,640 ",0.146,
" 2,641 ",0.11,
" 2,642 ",0.043,
" 2,643 ",0.011,
" 2,644 ",0.001,
" 2,645 ",0,
" 2,646 ",0.001,
" 2,647 ",0.005,
" 2,648 ",0.014,
" 2,649 ",0.043,
" 2,650 ",0.097,
" 2,651 ",0.104,
" 2,652 ",0.125,
" 2,653 ",0.127,
" 2,654 ",0.123,
" 2,655 ",0.135,
" 2,656 ",0.159,
" 2,657 ",0.169,
" 2,658 ",0.15,
" 2,659 ",0.11,
" 2,660 ",0.095,
" 2,661 ",0.11,
" 2,662 ",0.161,
" 2,663 ",0.218,
" 2,664 ",0.263,
" 2,665 ",0.206,
" 2,666 ",0.08,
" 2,667 ",0.058,
" 2,668 ",0.026,
" 2,669 ",0.008,
" 2,670 ",0,
" 2,671 ",0,
" 2,672 ",0,
" 2,673 ",0,
" 2,674 ",0.006,
" 2,675 ",0.013,
" 2,676 ",0.026,
" 2,677 ",0.067,
" 2,678 ",0.13,
" 2,679 ",0.19,
" 2,680 ",0.268,
" 2,681 ",0.37,
" 2,682 ",0.466,
" 2,683 ",0.536,
" 2,684 ",0.57,
" 2,685 ",0.585,
" 2,686 ",0.585,
" 2,687 ",0.556,
" 2,688 ",0.469,
" 2,689 ",0.342,
" 2,690 ",0.32,
" 2,691 ",0.276,
" 2,692 ",0.188,
" 2,693 ",0.075,
" 2,694 ",0.411,
" 2,695 ",0.711,
" 2,696 ",0.8,
" 2,697 ",0.771,
" 2,698 ",0.654,
" 2,699 ",0.573,
" 2,700 ",0.559,
" 2,701 ",0.676,
" 2,702 ",0.742,
" 2,703 ",0.41,
" 2,704 ",0.087,
" 2,705 ",0.032,
" 2,706 ",0.041,
" 2,707 ",0.076,
" 2,708 ",0.104,
" 2,709 ",0.133,
" 2,710 ",0.148,
" 2,711 ",0.142,
" 2,712 ",0.125,
" 2,713 ",0.062,
" 2,714 ",0.028,
" 2,715 ",0.002,
" 2,716 ",0.001,
" 2,717 ",0.002,
" 2,718 ",0.016,
" 2,719 ",0.053,
" 2,720 ",0.134,
" 2,721 ",0.239,
" 2,722 ",0.245,
" 2,723 ",0.236,
" 2,724 ",0.2,
" 2,725 ",0.127,
" 2,726 ",0.071,
" 2,727 ",0.104,
" 2,728 ",0.213,
" 2,729 ",0.342,
" 2,730 ",0.397,
" 2,731 ",0.378,
" 2,732 ",0.369,
" 2,733 ",0.39,
" 2,734 ",0.382,
" 2,735 ",0.345,
" 2,736 ",0.334,
" 2,737 ",0.317,
" 2,738 ",0.386,
" 2,739 ",0.41,
" 2,740 ",0.511,
" 2,741 ",0.633,
" 2,742 ",0.717,
" 2,743 ",0.748,
" 2,744 ",0.8,
" 2,745 ",0.842,
" 2,746 ",0.874,
" 2,747 ",0.913,
" 2,748 ",0.941,
" 2,749 ",0.951,
" 2,750 ",0.941,
" 2,751 ",0.911,
" 2,752 ",0.871,
" 2,753 ",0.788,
" 2,754 ",0.747,
" 2,755 ",0.66,
" 2,756 ",0.523,
" 2,757 ",0.323,
" 2,758 ",0.243,
" 2,759 ",0.36,
" 2,760 ",0.484,
" 2,761 ",0.472,
" 2,762 ",0.426,
" 2,763 ",0.527,
" 2,764 ",0.619,
" 2,765 ",0.562,
" 2,766 ",0.513,
" 2,767 ",0.657,
" 2,768 ",0.837,
" 2,769 ",0.885,
" 2,770 ",0.906,
" 2,771 ",0.899,
" 2,772 ",0.879,
" 2,773 ",0.817,
" 2,774 ",0.754,
" 2,775 ",0.706,
" 2,776 ",0.606,
" 2,777 ",0.488,
" 2,778 ",0.429,
" 2,779 ",0.289,
" 2,780 ",0.263,
" 2,781 ",0.29,
" 2,782 ",0.195,
" 2,783 ",0.13,
" 2,784 ",0.109,
" 2,785 ",0.127,
" 2,786 ",0.203,
" 2,787 ",0.194,
" 2,788 ",0.127,
" 2,789 ",0.104,
" 2,790 ",0.141,
" 2,791 ",0.209,
" 2,792 ",0.238,
" 2,793 ",0.265,
" 2,794 ",0.186,
" 2,795 ",0.12,
" 2,796 ",0.096,
" 2,797 ",0.099,
" 2,798 ",0.086,
" 2,799 ",0.065,
" 2,800 ",0.08,
" 2,801 ",0.124,
" 2,802 ",0.15,
" 2,803 ",0.115,
" 2,804 ",0.058,
" 2,805 ",0.069,
" 2,806 ",0.086,
" 2,807 ",0.071,
" 2,808 ",0.04,
" 2,809 ",0.057,
" 2,810 ",0.097,
" 2,811 ",0.151,
" 2,812 ",0.242,
" 2,813 ",0.287,
" 2,814 ",0.293,
" 2,815 ",0.302,
" 2,816 ",0.288,
" 2,817 ",0.244,
" 2,818 ",0.208,
" 2,819 ",0.157,
" 2,820 ",0.17,
" 2,821 ",0.31,
" 2,822 ",0.512,
" 2,823 ",0.592,
" 2,824 ",0.527,
" 2,825 ",0.42,
" 2,826 ",0.335,
" 2,827 ",0.302,
" 2,828 ",0.302,
" 2,829 ",0.333,
" 2,830 ",0.343,
" 2,831 ",0.308,
" 2,832 ",0.204,
" 2,833 ",0.204,
" 2,834 ",0.175,
" 2,835 ",0.066,
" 2,836 ",0.033,
" 2,837 ",0.025,
" 2,838 ",0.021,
" 2,839 ",0.022,
" 2,840 ",0.028,
" 2,841 ",0.044,
" 2,842 ",0.08,
" 2,843 ",0.179,
" 2,844 ",0.309,
" 2,845 ",0.573,
" 2,846 ",0.708,
" 2,847 ",0.685,
" 2,848 ",0.633,
" 2,849 ",0.538,
" 2,850 ",0.475,
" 2,851 ",0.483,
" 2,852 ",0.492,
" 2,853 ",0.486,
" 2,854 ",0.49,
" 2,855 ",0.514,
" 2,856 ",0.466,
" 2,857 ",0.386,
" 2,858 ",0.44,
" 2,859 ",0.335,
" 2,860 ",0.202,
" 2,861 ",0.123,
" 2,862 ",0.058,
" 2,863 ",0.015,
" 2,864 ",0.005,
" 2,865 ",0.007,
" 2,866 ",0.019,
" 2,867 ",0.066,
" 2,868 ",0.171,
" 2,869 ",0.551,
" 2,870 ",0.73,
" 2,871 ",0.748,
" 2,872 ",0.708,
" 2,873 ",0.696,
" 2,874 ",0.693,
" 2,875 ",0.67,
" 2,876 ",0.617,
" 2,877 ",0.57,
" 2,878 ",0.581,
" 2,879 ",0.621,
" 2,880 ",0.639,
" 2,881 ",0.633,
" 2,882 ",0.797,
" 2,883 ",0.861,
" 2,884 ",0.861,
" 2,885 ",0.844,
" 2,886 ",0.821,
" 2,887 ",0.807,
" 2,888 ",0.805,
" 2,889 ",0.802,
" 2,890 ",0.8,
" 2,891 ",0.829,
" 2,892 ",0.869,
" 2,893 ",0.883,
" 2,894 ",0.88,
" 2,895 ",0.842,
" 2,896 ",0.77,
" 2,897 ",0.672,
" 2,898 ",0.546,
" 2,899 ",0.423,
" 2,900 ",0.271,
" 2,901 ",0.18,
" 2,902 ",0.197,
" 2,903 ",0.206,
" 2,904 ",0.19,
" 2,905 ",0.134,
" 2,906 ",0.097,
" 2,907 ",0.078,
" 2,908 ",0.03,
" 2,909 ",0.009,
" 2,910 ",0.008,
" 2,911 ",0.016,
" 2,912 ",0.04,
" 2,913 ",0.043,
" 2,914 ",0.046,
" 2,915 ",0.076,
" 2,916 ",0.163,
" 2,917 ",0.311,
" 2,918 ",0.377,
" 2,919 ",0.343,
" 2,920 ",0.292,
" 2,921 ",0.213,
" 2,922 ",0.143,
" 2,923 ",0.116,
" 2,924 ",0.101,
" 2,925 ",0.096,
" 2,926 ",0.116,
" 2,927 ",0.17,
" 2,928 ",0.191,
" 2,929 ",0.116,
" 2,930 ",0.071,
" 2,931 ",0.037,
" 2,932 ",0.004,
" 2,933 ",0,
" 2,934 ",0,
" 2,935 ",0,
" 2,936 ",0.015,
" 2,937 ",0.092,
" 2,938 ",0.183,
" 2,939 ",0.302,
" 2,940 ",0.504,
" 2,941 ",0.694,
" 2,942 ",0.768,
" 2,943 ",0.812,
" 2,944 ",0.82,
" 2,945 ",0.791,
" 2,946 ",0.751,
" 2,947 ",0.739,
" 2,948 ",0.72,
" 2,949 ",0.763,
" 2,950 ",0.826,
" 2,951 ",0.82,
" 2,952 ",0.804,
" 2,953 ",0.777,
" 2,954 ",0.905,
" 2,955 ",0.946,
" 2,956 ",0.954,
" 2,957 ",0.96,
" 2,958 ",0.967,
" 2,959 ",0.974,
" 2,960 ",0.977,
" 2,961 ",0.978,
" 2,962 ",0.976,
" 2,963 ",0.975,
" 2,964 ",0.978,
" 2,965 ",0.961,
" 2,966 ",0.899,
" 2,967 ",0.806,
" 2,968 ",0.806,
" 2,969 ",0.874,
" 2,970 ",0.92,
" 2,971 ",0.915,
" 2,972 ",0.864,
" 2,973 ",0.852,
" 2,974 ",0.854,
" 2,975 ",0.854,
" 2,976 ",0.896,
" 2,977 ",0.892,
" 2,978 ",0.868,
" 2,979 ",0.883,
" 2,980 ",0.929,
" 2,981 ",0.957,
" 2,982 ",0.964,
" 2,983 ",0.967,
" 2,984 ",0.97,
" 2,985 ",0.967,
" 2,986 ",0.934,
" 2,987 ",0.839,
" 2,988 ",0.707,
" 2,989 ",0.499,
" 2,990 ",0.243,
" 2,991 ",0.09,
" 2,992 ",0.039,
" 2,993 ",0.021,
" 2,994 ",0.017,
" 2,995 ",0.018,
" 2,996 ",0.019,
" 2,997 ",0.021,
" 2,998 ",0.022,
" 2,999 ",0.027,
" 3,000 ",0.032,
" 3,001 ",0.038,
" 3,002 ",0.046,
" 3,003 ",0.052,
" 3,004 ",0.054,
" 3,005 ",0.059,
" 3,006 ",0.064,
" 3,007 ",0.076,
" 3,008 ",0.097,
" 3,009 ",0.094,
" 3,010 ",0.091,
" 3,011 ",0.122,
" 3,012 ",0.166,
" 3,013 ",0.167,
" 3,014 ",0.118,
" 3,015 ",0.097,
" 3,016 ",0.088,
" 3,017 ",0.066,
" 3,018 ",0.054,
" 3,019 ",0.055,
" 3,020 ",0.058,
" 3,021 ",0.058,
" 3,022 ",0.042,
" 3,023 ",0.025,
" 3,024 ",0.015,
" 3,025 ",0.021,
" 3,026 ",0.038,
" 3,027 ",0.043,
" 3,028 ",0.037,
" 3,029 ",0.03,
" 3,030 ",0.037,
" 3,031 ",0.055,
" 3,032 ",0.09,
" 3,033 ",0.114,
" 3,034 ",0.134,
" 3,035 ",0.141,
" 3,036 ",0.106,
" 3,037 ",0.061,
" 3,038 ",0.028,
" 3,039 ",0.028,
" 3,040 ",0.096,
" 3,041 ",0.226,
" 3,042 ",0.254,
" 3,043 ",0.214,
" 3,044 ",0.177,
" 3,045 ",0.142,
" 3,046 ",0.115,
" 3,047 ",0.087,
" 3,048 ",0.072,
" 3,049 ",0.058,
" 3,050 ",0.097,
" 3,051 ",0.153,
" 3,052 ",0.179,
" 3,053 ",0.19,
" 3,054 ",0.192,
" 3,055 ",0.177,
" 3,056 ",0.171,
" 3,057 ",0.193,
" 3,058 ",0.262,
" 3,059 ",0.348,
" 3,060 ",0.342,
" 3,061 ",0.326,
" 3,062 ",0.333,
" 3,063 ",0.364,
" 3,064 ",0.367,
" 3,065 ",0.345,
" 3,066 ",0.357,
" 3,067 ",0.387,
" 3,068 ",0.423,
" 3,069 ",0.452,
" 3,070 ",0.466,
" 3,071 ",0.496,
" 3,072 ",0.457,
" 3,073 ",0.463,
" 3,074 ",0.663,
" 3,075 ",0.749,
" 3,076 ",0.813,
" 3,077 ",0.854,
" 3,078 ",0.863,
" 3,079 ",0.857,
" 3,080 ",0.852,
" 3,081 ",0.854,
" 3,082 ",0.848,
" 3,083 ",0.832,
" 3,084 ",0.771,
" 3,085 ",0.676,
" 3,086 ",0.683,
" 3,087 ",0.751,
" 3,088 ",0.814,
" 3,089 ",0.844,
" 3,090 ",0.852,
" 3,091 ",0.857,
" 3,092 ",0.85,
" 3,093 ",0.837,
" 3,094 ",0.856,
" 3,095 ",0.879,
" 3,096 ",0.847,
" 3,097 ",0.869,
" 3,098 ",0.942,
" 3,099 ",0.966,
" 3,100 ",0.971,
" 3,101 ",0.973,
" 3,102 ",0.975,
" 3,103 ",0.976,
" 3,104 ",0.977,
" 3,105 ",0.976,
" 3,106 ",0.971,
" 3,107 ",0.956,
" 3,108 ",0.906,
" 3,109 ",0.844,
" 3,110 ",0.827,
" 3,111 ",0.856,
" 3,112 ",0.882,
" 3,113 ",0.912,
" 3,114 ",0.926,
" 3,115 ",0.939,
" 3,116 ",0.956,
" 3,117 ",0.967,
" 3,118 ",0.978,
" 3,119 ",0.976,
" 3,120 ",0.977,
" 3,121 ",0.96,
" 3,122 ",0.681,
" 3,123 ",0.437,
" 3,124 ",0.269,
" 3,125 ",0.192,
" 3,126 ",0.234,
" 3,127 ",0.413,
" 3,128 ",0.66,
" 3,129 ",0.859,
" 3,130 ",0.973,
" 3,131 ",0.957,
" 3,132 ",0.838,
" 3,133 ",0.685,
" 3,134 ",0.556,
" 3,135 ",0.536,
" 3,136 ",0.622,
" 3,137 ",0.679,
" 3,138 ",0.725,
" 3,139 ",0.746,
" 3,140 ",0.722,
" 3,141 ",0.72,
" 3,142 ",0.724,
" 3,143 ",0.741,
" 3,144 ",0.708,
" 3,145 ",0.722,
" 3,146 ",0.52,
" 3,147 ",0.276,
" 3,148 ",0.165,
" 3,149 ",0.146,
" 3,150 ",0.134,
" 3,151 ",0.124,
" 3,152 ",0.113,
" 3,153 ",0.1,
" 3,154 ",0.085,
" 3,155 ",0.1,
" 3,156 ",0.24,
" 3,157 ",0.392,
" 3,158 ",0.463,
" 3,159 ",0.417,
" 3,160 ",0.267,
" 3,161 ",0.122,
" 3,162 ",0.054,
" 3,163 ",0.06,
" 3,164 ",0.11,
" 3,165 ",0.188,
" 3,166 ",0.208,
" 3,167 ",0.171,
" 3,168 ",0.138,
" 3,169 ",0.061,
" 3,170 ",0.04,
" 3,171 ",0.058,
" 3,172 ",0.062,
" 3,173 ",0.081,
" 3,174 ",0.121,
" 3,175 ",0.182,
" 3,176 ",0.246,
" 3,177 ",0.293,
" 3,178 ",0.33,
" 3,179 ",0.33,
" 3,180 ",0.325,
" 3,181 ",0.364,
" 3,182 ",0.36,
" 3,183 ",0.323,
" 3,184 ",0.301,
" 3,185 ",0.274,
" 3,186 ",0.273,
" 3,187 ",0.355,
" 3,188 ",0.49,
" 3,189 ",0.499,
" 3,190 ",0.347,
" 3,191 ",0.246,
" 3,192 ",0.222,
" 3,193 ",0.154,
" 3,194 ",0.154,
" 3,195 ",0.257,
" 3,196 ",0.53,
" 3,197 ",0.749,
" 3,198 ",0.913,
" 3,199 ",0.977,
" 3,200 ",0.838,
" 3,201 ",0.629,
" 3,202 ",0.624,
" 3,203 ",0.747,
" 3,204 ",0.914,
" 3,205 ",0.977,
" 3,206 ",0.925,
" 3,207 ",0.679,
" 3,208 ",0.502,
" 3,209 ",0.51,
" 3,210 ",0.543,
" 3,211 ",0.533,
" 3,212 ",0.538,
" 3,213 ",0.551,
" 3,214 ",0.545,
" 3,215 ",0.526,
" 3,216 ",0.38,
" 3,217 ",0.185,
" 3,218 ",0.241,
" 3,219 ",0.33,
" 3,220 ",0.397,
" 3,221 ",0.492,
" 3,222 ",0.62,
" 3,223 ",0.738,
" 3,224 ",0.808,
" 3,225 ",0.847,
" 3,226 ",0.874,
" 3,227 ",0.885,
" 3,228 ",0.842,
" 3,229 ",0.796,
" 3,230 ",0.76,
" 3,231 ",0.706,
" 3,232 ",0.632,
" 3,233 ",0.568,
" 3,234 ",0.482,
" 3,235 ",0.383,
" 3,236 ",0.315,
" 3,237 ",0.282,
" 3,238 ",0.264,
" 3,239 ",0.225,
" 3,240 ",0.214,
" 3,241 ",0.205,
" 3,242 ",0.388,
" 3,243 ",0.693,
" 3,244 ",0.808,
" 3,245 ",0.87,
" 3,246 ",0.927,
" 3,247 ",0.965,
" 3,248 ",0.978,
" 3,249 ",0.978,
" 3,250 ",0.978,
" 3,251 ",0.961,
" 3,252 ",0.85,
" 3,253 ",0.596,
" 3,254 ",0.268,
" 3,255 ",0.192,
" 3,256 ",0.247,
" 3,257 ",0.295,
" 3,258 ",0.259,
" 3,259 ",0.218,
" 3,260 ",0.22,
" 3,261 ",0.235,
" 3,262 ",0.314,
" 3,263 ",0.466,
" 3,264 ",0.551,
" 3,265 ",0.492,
" 3,266 ",0.391,
" 3,267 ",0.353,
" 3,268 ",0.284,
" 3,269 ",0.082,
" 3,270 ",0.02,
" 3,271 ",0.012,
" 3,272 ",0.04,
" 3,273 ",0.103,
" 3,274 ",0.17,
" 3,275 ",0.15,
" 3,276 ",0.122,
" 3,277 ",0.135,
" 3,278 ",0.188,
" 3,279 ",0.264,
" 3,280 ",0.299,
" 3,281 ",0.234,
" 3,282 ",0.181,
" 3,283 ",0.132,
" 3,284 ",0.087,
" 3,285 ",0.068,
" 3,286 ",0.066,
" 3,287 ",0.059,
" 3,288 ",0.044,
" 3,289 ",0.133,
" 3,290 ",0.355,
" 3,291 ",0.776,
" 3,292 ",0.947,
" 3,293 ",0.977,
" 3,294 ",0.954,
" 3,295 ",0.946,
" 3,296 ",0.962,
" 3,297 ",0.978,
" 3,298 ",0.966,
" 3,299 ",0.892,
" 3,300 ",0.633,
" 3,301 ",0.297,
" 3,302 ",0.248,
" 3,303 ",0.482,
" 3,304 ",0.616,
" 3,305 ",0.642,
" 3,306 ",0.645,
" 3,307 ",0.675,
" 3,308 ",0.724,
" 3,309 ",0.768,
" 3,310 ",0.794,
" 3,311 ",0.803,
" 3,312 ",0.78,
" 3,313 ",0.842,
" 3,314 ",0.854,
" 3,315 ",0.836,
" 3,316 ",0.839,
" 3,317 ",0.851,
" 3,318 ",0.852,
" 3,319 ",0.838,
" 3,320 ",0.807,
" 3,321 ",0.78,
" 3,322 ",0.746,
" 3,323 ",0.732,
" 3,324 ",0.717,
" 3,325 ",0.735,
" 3,326 ",0.776,
" 3,327 ",0.712,
" 3,328 ",0.625,
" 3,329 ",0.506,
" 3,330 ",0.479,
" 3,331 ",0.454,
" 3,332 ",0.406,
" 3,333 ",0.349,
" 3,334 ",0.303,
" 3,335 ",0.306,
" 3,336 ",0.253,
" 3,337 ",0.261,
" 3,338 ",0.432,
" 3,339 ",0.449,
" 3,340 ",0.309,
" 3,341 ",0.175,
" 3,342 ",0.079,
" 3,343 ",0.03,
" 3,344 ",0.015,
" 3,345 ",0.012,
" 3,346 ",0.015,
" 3,347 ",0.023,
" 3,348 ",0.047,
" 3,349 ",0.112,
" 3,350 ",0.17,
" 3,351 ",0.222,
" 3,352 ",0.247,
" 3,353 ",0.173,
" 3,354 ",0.102,
" 3,355 ",0.083,
" 3,356 ",0.128,
" 3,357 ",0.195,
" 3,358 ",0.218,
" 3,359 ",0.222,
" 3,360 ",0.197,
" 3,361 ",0.079,
" 3,362 ",0.013,
" 3,363 ",0.007,
" 3,364 ",0.003,
" 3,365 ",0.002,
" 3,366 ",0.002,
" 3,367 ",0.003,
" 3,368 ",0.003,
" 3,369 ",0.004,
" 3,370 ",0.004,
" 3,371 ",0.01,
" 3,372 ",0.012,
" 3,373 ",0.016,
" 3,374 ",0.018,
" 3,375 ",0.026,
" 3,376 ",0.033,
" 3,377 ",0.043,
" 3,378 ",0.054,
" 3,379 ",0.073,
" 3,380 ",0.098,
" 3,381 ",0.145,
" 3,382 ",0.208,
" 3,383 ",0.204,
" 3,384 ",0.185,
" 3,385 ",0.133,
" 3,386 ",0.092,
" 3,387 ",0.028,
" 3,388 ",0.005,
" 3,389 ",0.002,
" 3,390 ",0.005,
" 3,391 ",0.047,
" 3,392 ",0.179,
" 3,393 ",0.315,
" 3,394 ",0.423,
" 3,395 ",0.481,
" 3,396 ",0.49,
" 3,397 ",0.4,
" 3,398 ",0.197,
" 3,399 ",0.108,
" 3,400 ",0.126,
" 3,401 ",0.224,
" 3,402 ",0.387,
" 3,403 ",0.515,
" 3,404 ",0.522,
" 3,405 ",0.483,
" 3,406 ",0.377,
" 3,407 ",0.243,
" 3,408 ",0.133,
" 3,409 ",0.039,
" 3,410 ",0,
" 3,411 ",0,
" 3,412 ",0,
" 3,413 ",0,
" 3,414 ",0,
" 3,415 ",0,
" 3,416 ",0,
" 3,417 ",0,
" 3,418 ",0.002,
" 3,419 ",0.015,
" 3,420 ",0.032,
" 3,421 ",0.069,
" 3,422 ",0.105,
" 3,423 ",0.142,
" 3,424 ",0.154,
" 3,425 ",0.13,
" 3,426 ",0.283,
" 3,427 ",0.542,
" 3,428 ",0.555,
" 3,429 ",0.515,
" 3,430 ",0.506,
" 3,431 ",0.52,
" 3,432 ",0.493,
" 3,433 ",0.538,
" 3,434 ",0.584,
" 3,435 ",0.449,
" 3,436 ",0.242,
" 3,437 ",0.151,
" 3,438 ",0.151,
" 3,439 ",0.207,
" 3,440 ",0.288,
" 3,441 ",0.357,
" 3,442 ",0.328,
" 3,443 ",0.314,
" 3,444 ",0.42,
" 3,445 ",0.661,
" 3,446 ",0.764,
" 3,447 ",0.731,
" 3,448 ",0.682,
" 3,449 ",0.648,
" 3,450 ",0.646,
" 3,451 ",0.662,
" 3,452 ",0.611,
" 3,453 ",0.492,
" 3,454 ",0.42,
" 3,455 ",0.383,
" 3,456 ",0.339,
" 3,457 ",0.66,
" 3,458 ",0.73,
" 3,459 ",0.603,
" 3,460 ",0.446,
" 3,461 ",0.312,
" 3,462 ",0.257,
" 3,463 ",0.237,
" 3,464 ",0.192,
