x,y,random
" 1,309 ",0.036,
" 1,310 ",0.006,
" 1,311 ",0.005,
" 1,312 ",0.004,
" 1,313 ",0.002,
" 1,314 ",0,
" 1,315 ",0.001,
" 1,316 ",0.003,
" 1,317 ",0.009,
" 1,318 ",0.021,
" 1,319 ",0.04,
" 1,320 ",0.063,
" 1,321 ",0.079,
" 1,322 ",0.063,
" 1,323 ",0.015,
" 1,324 ",0.001,
" 1,325 ",0.021,
" 1,326 ",0.066,
" 1,327 ",0.129,
" 1,328 ",0.185,
" 1,329 ",0.208,
" 1,330 ",0.168,
" 1,331 ",0.095,
" 1,332 ",0.021,
" 1,333 ",0.002,
" 1,334 ",0.019,
" 1,335 ",0.05,
" 1,336 ",0.038,
" 1,337 ",0.011,
" 1,338 ",0.009,
" 1,339 ",0.028,
" 1,340 ",0.072,
" 1,341 ",0.12,
" 1,342 ",0.165,
" 1,343 ",0.199,
" 1,344 ",0.229,
" 1,345 ",0.253,
" 1,346 ",0.201,
" 1,347 ",0.247,
" 1,348 ",0.229,
" 1,349 ",0.095,
" 1,350 ",0.057,
" 1,351 ",0.038,
" 1,352 ",0.03,
" 1,353 ",0.045,
" 1,354 ",0.088,
" 1,355 ",0.143,
" 1,356 ",0.197,
" 1,357 ",0.252,
" 1,358 ",0.297,
" 1,359 ",0.279,
" 1,360 ",0.21,
" 1,361 ",0.144,
" 1,362 ",0.134,
" 1,363 ",0.159,
" 1,364 ",0.189,
" 1,365 ",0.217,
" 1,366 ",0.227,
" 1,367 ",0.215,
" 1,368 ",0.192,
" 1,369 ",0.173,
" 1,370 ",0.122,
" 1,371 ",0.097,
" 1,372 ",0.04,
" 1,373 ",0.019,
" 1,374 ",0.018,
" 1,375 ",0.018,
" 1,376 ",0.021,
" 1,377 ",0.052,
" 1,378 ",0.156,
" 1,379 ",0.3,
" 1,380 ",0.434,
" 1,381 ",0.513,
" 1,382 ",0.538,
" 1,383 ",0.496,
" 1,384 ",0.426,
" 1,385 ",0.406,
" 1,386 ",0.452,
" 1,387 ",0.476,
" 1,388 ",0.452,
" 1,389 ",0.414,
" 1,390 ",0.395,
" 1,391 ",0.406,
" 1,392 ",0.41,
" 1,393 ",0.386,
" 1,394 ",0.259,
" 1,395 ",0.185,
" 1,396 ",0.134,
" 1,397 ",0.061,
" 1,398 ",0.025,
" 1,399 ",0.008,
" 1,400 ",0.005,
" 1,401 ",0.009,
" 1,402 ",0.017,
" 1,403 ",0.015,
" 1,404 ",0.016,
" 1,405 ",0.012,
" 1,406 ",0.012,
" 1,407 ",0.021,
" 1,408 ",0.025,
" 1,409 ",0.018,
" 1,410 ",0.009,
" 1,411 ",0.005,
" 1,412 ",0.005,
" 1,413 ",0.007,
" 1,414 ",0.008,
" 1,415 ",0.008,
" 1,416 ",0.009,
" 1,417 ",0.012,
" 1,418 ",0.009,
" 1,419 ",0.001,
" 1,420 ",0,
" 1,421 ",0,
" 1,422 ",0,
" 1,423 ",0.001,
" 1,424 ",0.004,
" 1,425 ",0.004,
" 1,426 ",0.003,
" 1,427 ",0.003,
" 1,428 ",0.003,
" 1,429 ",0.005,
" 1,430 ",0.024,
" 1,431 ",0.05,
" 1,432 ",0.069,
" 1,433 ",0.072,
" 1,434 ",0.068,
" 1,435 ",0.064,
" 1,436 ",0.07,
" 1,437 ",0.103,
" 1,438 ",0.14,
" 1,439 ",0.154,
" 1,440 ",0.157,
" 1,441 ",0.15,
" 1,442 ",0.087,
" 1,443 ",0.022,
" 1,444 ",0.003,
" 1,445 ",0.015,
" 1,446 ",0.058,
" 1,447 ",0.095,
" 1,448 ",0.096,
" 1,449 ",0.067,
" 1,450 ",0.034,
" 1,451 ",0.005,
" 1,452 ",0.002,
" 1,453 ",0.041,
" 1,454 ",0.124,
" 1,455 ",0.143,
" 1,456 ",0.113,
" 1,457 ",0.088,
" 1,458 ",0.091,
" 1,459 ",0.11,
" 1,460 ",0.122,
" 1,461 ",0.097,
" 1,462 ",0.123,
" 1,463 ",0.148,
" 1,464 ",0.174,
" 1,465 ",0.192,
" 1,466 ",0.169,
" 1,467 ",0.064,
" 1,468 ",0.024,
" 1,469 ",0.088,
" 1,470 ",0.253,
" 1,471 ",0.469,
" 1,472 ",0.657,
" 1,473 ",0.759,
" 1,474 ",0.769,
" 1,475 ",0.733,
" 1,476 ",0.697,
" 1,477 ",0.689,
" 1,478 ",0.685,
" 1,479 ",0.568,
" 1,480 ",0.426,
" 1,481 ",0.302,
" 1,482 ",0.239,
" 1,483 ",0.223,
" 1,484 ",0.225,
" 1,485 ",0.233,
" 1,486 ",0.256,
" 1,487 ",0.277,
" 1,488 ",0.309,
" 1,489 ",0.336,
" 1,490 ",0.303,
" 1,491 ",0.416,
" 1,492 ",0.46,
" 1,493 ",0.533,
" 1,494 ",0.63,
" 1,495 ",0.73,
" 1,496 ",0.813,
" 1,497 ",0.867,
" 1,498 ",0.898,
" 1,499 ",0.901,
" 1,500 ",0.921,
" 1,501 ",0.923,
" 1,502 ",0.908,
" 1,503 ",0.891,
" 1,504 ",0.875,
" 1,505 ",0.876,
" 1,506 ",0.885,
" 1,507 ",0.886,
" 1,508 ",0.872,
" 1,509 ",0.834,
" 1,510 ",0.779,
" 1,511 ",0.735,
" 1,512 ",0.699,
" 1,513 ",0.652,
" 1,514 ",0.611,
" 1,515 ",0.859,
" 1,516 ",0.925,
" 1,517 ",0.933,
" 1,518 ",0.905,
" 1,519 ",0.874,
" 1,520 ",0.861,
" 1,521 ",0.871,
" 1,522 ",0.887,
" 1,523 ",0.89,
" 1,524 ",0.885,
" 1,525 ",0.847,
" 1,526 ",0.785,
" 1,527 ",0.694,
" 1,528 ",0.591,
" 1,529 ",0.489,
" 1,530 ",0.41,
" 1,531 ",0.372,
" 1,532 ",0.355,
" 1,533 ",0.356,
" 1,534 ",0.364,
" 1,535 ",0.364,
" 1,536 ",0.345,
" 1,537 ",0.273,
" 1,538 ",0.222,
" 1,539 ",0.208,
" 1,540 ",0.214,
" 1,541 ",0.224,
" 1,542 ",0.231,
" 1,543 ",0.21,
" 1,544 ",0.203,
" 1,545 ",0.191,
" 1,546 ",0.13,
" 1,547 ",0.073,
" 1,548 ",0.032,
" 1,549 ",0.014,
" 1,550 ",0.03,
" 1,551 ",0.055,
" 1,552 ",0.061,
" 1,553 ",0.059,
" 1,554 ",0.051,
" 1,555 ",0.04,
" 1,556 ",0.033,
" 1,557 ",0.032,
" 1,558 ",0.036,
" 1,559 ",0.046,
" 1,560 ",0.061,
" 1,561 ",0.086,
" 1,562 ",0.087,
" 1,563 ",0.145,
" 1,564 ",0.226,
" 1,565 ",0.268,
" 1,566 ",0.313,
" 1,567 ",0.359,
" 1,568 ",0.39,
" 1,569 ",0.4,
" 1,570 ",0.4,
" 1,571 ",0.38,
" 1,572 ",0.357,
" 1,573 ",0.311,
" 1,574 ",0.276,
" 1,575 ",0.245,
" 1,576 ",0.196,
" 1,577 ",0.153,
" 1,578 ",0.124,
" 1,579 ",0.097,
" 1,580 ",0.077,
" 1,581 ",0.066,
" 1,582 ",0.061,
" 1,583 ",0.057,
" 1,584 ",0.049,
" 1,585 ",0.038,
" 1,586 ",0.018,
" 1,587 ",0.025,
" 1,588 ",0.061,
" 1,589 ",0.114,
" 1,590 ",0.204,
" 1,591 ",0.348,
" 1,592 ",0.505,
" 1,593 ",0.62,
" 1,594 ",0.674,
" 1,595 ",0.633,
" 1,596 ",0.586,
" 1,597 ",0.515,
" 1,598 ",0.452,
" 1,599 ",0.383,
" 1,600 ",0.289,
" 1,601 ",0.216,
" 1,602 ",0.156,
" 1,603 ",0.107,
" 1,604 ",0.087,
" 1,605 ",0.084,
" 1,606 ",0.096,
" 1,607 ",0.116,
" 1,608 ",0.12,
" 1,609 ",0.113,
" 1,610 ",0.073,
" 1,611 ",0.019,
" 1,612 ",0.07,
" 1,613 ",0.205,
" 1,614 ",0.382,
" 1,615 ",0.568,
" 1,616 ",0.703,
" 1,617 ",0.767,
" 1,618 ",0.766,
" 1,619 ",0.642,
" 1,620 ",0.486,
" 1,621 ",0.367,
" 1,622 ",0.259,
" 1,623 ",0.163,
" 1,624 ",0.157,
" 1,625 ",0.169,
" 1,626 ",0.134,
" 1,627 ",0.098,
" 1,628 ",0.085,
" 1,629 ",0.086,
" 1,630 ",0.112,
" 1,631 ",0.138,
" 1,632 ",0.136,
" 1,633 ",0.088,
" 1,634 ",0.049,
" 1,635 ",0.046,
" 1,636 ",0.075,
" 1,637 ",0.134,
" 1,638 ",0.204,
" 1,639 ",0.321,
" 1,640 ",0.46,
" 1,641 ",0.561,
" 1,642 ",0.598,
" 1,643 ",0.517,
" 1,644 ",0.361,
" 1,645 ",0.193,
" 1,646 ",0.114,
" 1,647 ",0.11,
" 1,648 ",0.159,
" 1,649 ",0.249,
" 1,650 ",0.341,
" 1,651 ",0.38,
" 1,652 ",0.358,
" 1,653 ",0.305,
" 1,654 ",0.225,
" 1,655 ",0.163,
" 1,656 ",0.121,
" 1,657 ",0.09,
" 1,658 ",0.032,
" 1,659 ",0.025,
" 1,660 ",0.053,
" 1,661 ",0.108,
" 1,662 ",0.194,
" 1,663 ",0.305,
" 1,664 ",0.395,
" 1,665 ",0.408,
" 1,666 ",0.343,
" 1,667 ",0.239,
" 1,668 ",0.13,
" 1,669 ",0.057,
" 1,670 ",0.039,
" 1,671 ",0.03,
" 1,672 ",0.058,
" 1,673 ",0.105,
" 1,674 ",0.134,
" 1,675 ",0.16,
" 1,676 ",0.189,
" 1,677 ",0.222,
" 1,678 ",0.244,
" 1,679 ",0.247,
" 1,680 ",0.25,
" 1,681 ",0.251,
" 1,682 ",0.227,
" 1,683 ",0.243,
" 1,684 ",0.125,
" 1,685 ",0.081,
" 1,686 ",0.053,
" 1,687 ",0.033,
" 1,688 ",0.027,
" 1,689 ",0.038,
" 1,690 ",0.07,
" 1,691 ",0.161,
" 1,692 ",0.345,
" 1,693 ",0.486,
" 1,694 ",0.553,
" 1,695 ",0.556,
" 1,696 ",0.464,
" 1,697 ",0.326,
" 1,698 ",0.234,
" 1,699 ",0.208,
" 1,700 ",0.216,
" 1,701 ",0.227,
" 1,702 ",0.228,
" 1,703 ",0.207,
" 1,704 ",0.176,
" 1,705 ",0.143,
" 1,706 ",0.084,
" 1,707 ",0.044,
" 1,708 ",0.011,
" 1,709 ",0.003,
" 1,710 ",0.008,
" 1,711 ",0.038,
" 1,712 ",0.079,
" 1,713 ",0.096,
" 1,714 ",0.11,
" 1,715 ",0.133,
" 1,716 ",0.15,
" 1,717 ",0.135,
" 1,718 ",0.127,
" 1,719 ",0.109,
" 1,720 ",0.057,
" 1,721 ",0.024,
" 1,722 ",0.036,
" 1,723 ",0.061,
" 1,724 ",0.072,
" 1,725 ",0.09,
" 1,726 ",0.115,
" 1,727 ",0.144,
" 1,728 ",0.178,
" 1,729 ",0.187,
" 1,730 ",0.15,
" 1,731 ",0.217,
" 1,732 ",0.202,
" 1,733 ",0.177,
" 1,734 ",0.188,
" 1,735 ",0.232,
" 1,736 ",0.309,
" 1,737 ",0.416,
" 1,738 ",0.515,
" 1,739 ",0.654,
" 1,740 ",0.828,
" 1,741 ",0.899,
" 1,742 ",0.919,
" 1,743 ",0.904,
" 1,744 ",0.847,
" 1,745 ",0.771,
" 1,746 ",0.725,
" 1,747 ",0.702,
" 1,748 ",0.662,
" 1,749 ",0.594,
" 1,750 ",0.534,
" 1,751 ",0.519,
" 1,752 ",0.536,
" 1,753 ",0.506,
" 1,754 ",0.409,
" 1,755 ",0.492,
" 1,756 ",0.49,
" 1,757 ",0.286,
" 1,758 ",0.193,
" 1,759 ",0.112,
" 1,760 ",0.067,
" 1,761 ",0.045,
" 1,762 ",0.041,
" 1,763 ",0.105,
" 1,764 ",0.177,
" 1,765 ",0.206,
" 1,766 ",0.274,
" 1,767 ",0.255,
" 1,768 ",0.174,
" 1,769 ",0.098,
" 1,770 ",0.047,
" 1,771 ",0.02,
" 1,772 ",0.008,
" 1,773 ",0.011,
" 1,774 ",0.015,
" 1,775 ",0.019,
" 1,776 ",0.021,
" 1,777 ",0.018,
" 1,778 ",0.016,
" 1,779 ",0.014,
" 1,780 ",0.024,
" 1,781 ",0.018,
" 1,782 ",0.024,
" 1,783 ",0.059,
" 1,784 ",0.135,
" 1,785 ",0.19,
" 1,786 ",0.282,
" 1,787 ",0.41,
" 1,788 ",0.555,
" 1,789 ",0.645,
" 1,790 ",0.705,
" 1,791 ",0.751,
" 1,792 ",0.758,
" 1,793 ",0.702,
" 1,794 ",0.613,
" 1,795 ",0.522,
" 1,796 ",0.453,
" 1,797 ",0.445,
" 1,798 ",0.416,
" 1,799 ",0.379,
" 1,800 ",0.339,
" 1,801 ",0.273,
" 1,802 ",0.165,
" 1,803 ",0.195,
" 1,804 ",0.299,
" 1,805 ",0.402,
" 1,806 ",0.504,
" 1,807 ",0.587,
" 1,808 ",0.642,
" 1,809 ",0.66,
" 1,810 ",0.649,
" 1,811 ",0.558,
" 1,812 ",0.49,
" 1,813 ",0.447,
" 1,814 ",0.466,
" 1,815 ",0.506,
" 1,816 ",0.503,
" 1,817 ",0.479,
" 1,818 ",0.473,
" 1,819 ",0.47,
" 1,820 ",0.496,
" 1,821 ",0.536,
" 1,822 ",0.591,
" 1,823 ",0.583,
" 1,824 ",0.485,
" 1,825 ",0.37,
" 1,826 ",0.218,
" 1,827 ",0.182,
" 1,828 ",0.272,
" 1,829 ",0.406,
" 1,830 ",0.538,
" 1,831 ",0.645,
" 1,832 ",0.717,
" 1,833 ",0.757,
" 1,834 ",0.767,
" 1,835 ",0.706,
" 1,836 ",0.665,
" 1,837 ",0.714,
" 1,838 ",0.784,
" 1,839 ",0.831,
" 1,840 ",0.809,
" 1,841 ",0.743,
" 1,842 ",0.665,
" 1,843 ",0.589,
" 1,844 ",0.474,
" 1,845 ",0.292,
" 1,846 ",0.132,
" 1,847 ",0.041,
" 1,848 ",0.041,
" 1,849 ",0.066,
" 1,850 ",0.087,
" 1,851 ",0.024,
" 1,852 ",0.048,
" 1,853 ",0.133,
" 1,854 ",0.267,
" 1,855 ",0.405,
" 1,856 ",0.601,
" 1,857 ",0.773,
" 1,858 ",0.796,
" 1,859 ",0.639,
" 1,860 ",0.304,
" 1,861 ",0.082,
" 1,862 ",0.051,
" 1,863 ",0.113,
" 1,864 ",0.274,
" 1,865 ",0.296,
" 1,866 ",0.232,
" 1,867 ",0.218,
" 1,868 ",0.214,
" 1,869 ",0.208,
" 1,870 ",0.192,
" 1,871 ",0.165,
" 1,872 ",0.156,
" 1,873 ",0.15,
" 1,874 ",0.102,
" 1,875 ",0.078,
" 1,876 ",0.057,
" 1,877 ",0.043,
" 1,878 ",0.028,
" 1,879 ",0.014,
" 1,880 ",0.013,
" 1,881 ",0.022,
" 1,882 ",0.025,
" 1,883 ",0.103,
" 1,884 ",0.315,
" 1,885 ",0.486,
" 1,886 ",0.517,
" 1,887 ",0.429,
" 1,888 ",0.299,
" 1,889 ",0.208,
" 1,890 ",0.194,
" 1,891 ",0.182,
" 1,892 ",0.167,
" 1,893 ",0.142,
" 1,894 ",0.116,
" 1,895 ",0.097,
" 1,896 ",0.092,
" 1,897 ",0.074,
" 1,898 ",0.034,
" 1,899 ",0.024,
" 1,900 ",0.008,
" 1,901 ",0.003,
" 1,902 ",0.008,
" 1,903 ",0.019,
" 1,904 ",0.024,
" 1,905 ",0.024,
" 1,906 ",0.017,
" 1,907 ",0.014,
" 1,908 ",0.062,
" 1,909 ",0.204,
" 1,910 ",0.394,
" 1,911 ",0.449,
" 1,912 ",0.403,
" 1,913 ",0.373,
" 1,914 ",0.379,
" 1,915 ",0.39,
" 1,916 ",0.372,
" 1,917 ",0.348,
" 1,918 ",0.325,
" 1,919 ",0.317,
" 1,920 ",0.32,
" 1,921 ",0.276,
" 1,922 ",0.196,
" 1,923 ",0.173,
" 1,924 ",0.113,
" 1,925 ",0.071,
" 1,926 ",0.041,
" 1,927 ",0.022,
" 1,928 ",0.006,
" 1,929 ",0.003,
" 1,930 ",0.013,
" 1,931 ",0.073,
" 1,932 ",0.226,
" 1,933 ",0.419,
" 1,934 ",0.551,
" 1,935 ",0.556,
" 1,936 ",0.463,
" 1,937 ",0.337,
" 1,938 ",0.279,
" 1,939 ",0.277,
" 1,940 ",0.282,
" 1,941 ",0.253,
" 1,942 ",0.201,
" 1,943 ",0.159,
" 1,944 ",0.127,
" 1,945 ",0.077,
" 1,946 ",0.03,
" 1,947 ",0.008,
" 1,948 ",0.04,
" 1,949 ",0.099,
" 1,950 ",0.193,
" 1,951 ",0.317,
" 1,952 ",0.452,
" 1,953 ",0.574,
" 1,954 ",0.654,
" 1,955 ",0.654,
" 1,956 ",0.587,
" 1,957 ",0.556,
" 1,958 ",0.578,
" 1,959 ",0.607,
" 1,960 ",0.563,
" 1,961 ",0.479,
" 1,962 ",0.4,
" 1,963 ",0.358,
" 1,964 ",0.322,
" 1,965 ",0.284,
" 1,966 ",0.208,
" 1,967 ",0.134,
" 1,968 ",0.086,
" 1,969 ",0.053,
" 1,970 ",0.023,
" 1,971 ",0.036,
" 1,972 ",0.089,
" 1,973 ",0.198,
" 1,974 ",0.339,
" 1,975 ",0.463,
" 1,976 ",0.546,
" 1,977 ",0.586,
" 1,978 ",0.563,
" 1,979 ",0.442,
" 1,980 ",0.342,
" 1,981 ",0.366,
" 1,982 ",0.45,
" 1,983 ",0.528,
" 1,984 ",0.579,
" 1,985 ",0.642,
" 1,986 ",0.682,
" 1,987 ",0.7,
" 1,988 ",0.718,
" 1,989 ",0.734,
" 1,990 ",0.71,
" 1,991 ",0.646,
" 1,992 ",0.571,
" 1,993 ",0.476,
" 1,994 ",0.341,
" 1,995 ",0.344,
" 1,996 ",0.334,
" 1,997 ",0.33,
" 1,998 ",0.348,
" 1,999 ",0.4,
" 2,000 ",0.468,
" 2,001 ",0.528,
" 2,002 ",0.536,
" 2,003 ",0.476,
" 2,004 ",0.39,
" 2,005 ",0.317,
" 2,006 ",0.336,
" 2,007 ",0.441,
" 2,008 ",0.536,
" 2,009 ",0.602,
" 2,010 ",0.672,
" 2,011 ",0.738,
" 2,012 ",0.749,
" 2,013 ",0.745,
" 2,014 ",0.745,
" 2,015 ",0.716,
" 2,016 ",0.669,
" 2,017 ",0.593,
" 2,018 ",0.567,
" 2,019 ",0.747,
" 2,020 ",0.9,
" 2,021 ",0.965,
" 2,022 ",0.978,
" 2,023 ",0.975,
" 2,024 ",0.971,
" 2,025 ",0.971,
" 2,026 ",0.977,
" 2,027 ",0.968,
" 2,028 ",0.903,
" 2,029 ",0.842,
" 2,030 ",0.792,
" 2,031 ",0.771,
" 2,032 ",0.762,
" 2,033 ",0.738,
" 2,034 ",0.693,
" 2,035 ",0.652,
" 2,036 ",0.689,
" 2,037 ",0.805,
" 2,038 ",0.887,
" 2,039 ",0.924,
" 2,040 ",0.932,
" 2,041 ",0.893,
" 2,042 ",0.885,
" 2,043 ",0.953,
" 2,044 ",0.974,
" 2,045 ",0.978,
" 2,046 ",0.967,
" 2,047 ",0.946,
" 2,048 ",0.927,
" 2,049 ",0.918,
" 2,050 ",0.915,
" 2,051 ",0.937,
" 2,052 ",0.976,
" 2,053 ",0.968,
" 2,054 ",0.883,
" 2,055 ",0.707,
" 2,056 ",0.532,
" 2,057 ",0.431,
" 2,058 ",0.39,
" 2,059 ",0.373,
" 2,060 ",0.308,
" 2,061 ",0.253,
" 2,062 ",0.243,
" 2,063 ",0.256,
" 2,064 ",0.268,
" 2,065 ",0.202,
" 2,066 ",0.123,
" 2,067 ",0.106,
" 2,068 ",0.038,
" 2,069 ",0.108,
" 2,070 ",0.259,
" 2,071 ",0.508,
" 2,072 ",0.699,
" 2,073 ",0.818,
" 2,074 ",0.88,
" 2,075 ",0.85,
" 2,076 ",0.708,
" 2,077 ",0.52,
" 2,078 ",0.402,
" 2,079 ",0.355,
" 2,080 ",0.293,
" 2,081 ",0.291,
" 2,082 ",0.262,
" 2,083 ",0.222,
" 2,084 ",0.214,
" 2,085 ",0.242,
" 2,086 ",0.285,
" 2,087 ",0.321,
" 2,088 ",0.333,
" 2,089 ",0.234,
" 2,090 ",0.17,
" 2,091 ",0.128,
" 2,092 ",0.034,
" 2,093 ",0.018,
" 2,094 ",0.044,
" 2,095 ",0.076,
" 2,096 ",0.075,
" 2,097 ",0.072,
" 2,098 ",0.061,
" 2,099 ",0.029,
" 2,100 ",0.009,
" 2,101 ",0.191,
" 2,102 ",0.63,
" 2,103 ",0.705,
" 2,104 ",0.645,
" 2,105 ",0.614,
" 2,106 ",0.648,
" 2,107 ",0.655,
" 2,108 ",0.635,
" 2,109 ",0.644,
" 2,110 ",0.665,
" 2,111 ",0.664,
" 2,112 ",0.63,
" 2,113 ",0.502,
" 2,114 ",0.453,
" 2,115 ",0.431,
" 2,116 ",0.367,
" 2,117 ",0.262,
" 2,118 ",0.134,
" 2,119 ",0.085,
" 2,120 ",0.069,
" 2,121 ",0.082,
" 2,122 ",0.19,
" 2,123 ",0.324,
" 2,124 ",0.565,
" 2,125 ",0.717,
" 2,126 ",0.745,
" 2,127 ",0.705,
" 2,128 ",0.58,
" 2,129 ",0.458,
" 2,130 ",0.454,
" 2,131 ",0.544,
" 2,132 ",0.615,
" 2,133 ",0.655,
" 2,134 ",0.669,
" 2,135 ",0.676,
" 2,136 ",0.705,
" 2,137 ",0.671,
" 2,138 ",0.596,
" 2,139 ",0.745,
" 2,140 ",0.795,
" 2,141 ",0.791,
" 2,142 ",0.777,
" 2,143 ",0.764,
" 2,144 ",0.754,
" 2,145 ",0.748,
" 2,146 ",0.776,
" 2,147 ",0.818,
" 2,148 ",0.877,
" 2,149 ",0.916,
" 2,150 ",0.888,
" 2,151 ",0.836,
" 2,152 ",0.757,
" 2,153 ",0.676,
" 2,154 ",0.576,
" 2,155 ",0.45,
" 2,156 ",0.347,
" 2,157 ",0.291,
" 2,158 ",0.231,
" 2,159 ",0.196,
" 2,160 ",0.202,
" 2,161 ",0.165,
" 2,162 ",0.07,
" 2,163 ",0.034,
" 2,164 ",0.014,
" 2,165 ",0.006,
" 2,166 ",0.004,
" 2,167 ",0.014,
" 2,168 ",0.033,
" 2,169 ",0.046,
" 2,170 ",0.058,
" 2,171 ",0.062,
" 2,172 ",0.093,
" 2,173 ",0.12,
" 2,174 ",0.165,
" 2,175 ",0.206,
" 2,176 ",0.187,
" 2,177 ",0.105,
" 2,178 ",0.025,
" 2,179 ",0.003,
" 2,180 ",0.002,
" 2,181 ",0.003,
" 2,182 ",0.003,
" 2,183 ",0.012,
" 2,184 ",0.032,
" 2,185 ",0.061,
" 2,186 ",0.125,
" 2,187 ",0.272,
" 2,188 ",0.324,
" 2,189 ",0.3,
" 2,190 ",0.316,
" 2,191 ",0.419,
" 2,192 ",0.502,
" 2,193 ",0.563,
" 2,194 ",0.601,
" 2,195 ",0.619,
" 2,196 ",0.676,
" 2,197 ",0.766,
" 2,198 ",0.792,
" 2,199 ",0.743,
" 2,200 ",0.633,
" 2,201 ",0.481,
" 2,202 ",0.333,
" 2,203 ",0.25,
" 2,204 ",0.217,
" 2,205 ",0.214,
" 2,206 ",0.217,
" 2,207 ",0.213,
" 2,208 ",0.208,
" 2,209 ",0.165,
" 2,210 ",0.078,
" 2,211 ",0.087,
" 2,212 ",0.035,
" 2,213 ",0.022,
" 2,214 ",0.019,
" 2,215 ",0.021,
" 2,216 ",0.03,
" 2,217 ",0.042,
" 2,218 ",0.058,
" 2,219 ",0.056,
" 2,220 ",0.072,
" 2,221 ",0.099,
" 2,222 ",0.15,
" 2,223 ",0.19,
" 2,224 ",0.184,
" 2,225 ",0.158,
" 2,226 ",0.127,
" 2,227 ",0.102,
" 2,228 ",0.086,
" 2,229 ",0.074,
" 2,230 ",0.064,
" 2,231 ",0.055,
" 2,232 ",0.049,
" 2,233 ",0.039,
" 2,234 ",0.009,
" 2,235 ",0.005,
" 2,236 ",0.023,
" 2,237 ",0.059,
" 2,238 ",0.123,
" 2,239 ",0.222,
" 2,240 ",0.353,
" 2,241 ",0.475,
" 2,242 ",0.568,
" 2,243 ",0.619,
" 2,244 ",0.642,
" 2,245 ",0.712,
" 2,246 ",0.764,
" 2,247 ",0.787,
" 2,248 ",0.782,
" 2,249 ",0.775,
" 2,250 ",0.778,
" 2,251 ",0.786,
" 2,252 ",0.782,
" 2,253 ",0.773,
" 2,254 ",0.779,
" 2,255 ",0.79,
" 2,256 ",0.794,
" 2,257 ",0.72,
" 2,258 ",0.632,
" 2,259 ",0.798,
" 2,260 ",0.874,
" 2,261 ",0.915,
" 2,262 ",0.948,
" 2,263 ",0.97,
" 2,264 ",0.978,
" 2,265 ",0.976,
" 2,266 ",0.977,
" 2,267 ",0.977,
" 2,268 ",0.958,
" 2,269 ",0.944,
" 2,270 ",0.929,
" 2,271 ",0.914,
" 2,272 ",0.872,
" 2,273 ",0.778,
" 2,274 ",0.695,
" 2,275 ",0.645,
" 2,276 ",0.609,
" 2,277 ",0.571,
" 2,278 ",0.529,
" 2,279 ",0.473,
" 2,280 ",0.406,
" 2,281 ",0.271,
" 2,282 ",0.18,
" 2,283 ",0.299,
" 2,284 ",0.413,
" 2,285 ",0.476,
" 2,286 ",0.539,
" 2,287 ",0.609,
" 2,288 ",0.63,
" 2,289 ",0.61,
" 2,290 ",0.63,
" 2,291 ",0.693,
" 2,292 ",0.732,
" 2,293 ",0.669,
" 2,294 ",0.496,
" 2,295 ",0.337,
" 2,296 ",0.194,
" 2,297 ",0.142,
" 2,298 ",0.124,
" 2,299 ",0.096,
" 2,300 ",0.078,
" 2,301 ",0.073,
" 2,302 ",0.076,
" 2,303 ",0.082,
" 2,304 ",0.117,
" 2,305 ",0.12,
" 2,306 ",0.178,
" 2,307 ",0.12,
" 2,308 ",0.047,
" 2,309 ",0.016,
" 2,310 ",0,
" 2,311 ",0,
" 2,312 ",0,
" 2,313 ",0,
" 2,314 ",0,
" 2,315 ",0.04,
" 2,316 ",0.211,
" 2,317 ",0.417,
" 2,318 ",0.46,
" 2,319 ",0.348,
" 2,320 ",0.232,
" 2,321 ",0.084,
" 2,322 ",0.02,
" 2,323 ",0.027,
" 2,324 ",0.04,
" 2,325 ",0.034,
" 2,326 ",0.022,
" 2,327 ",0.018,
" 2,328 ",0.019,
" 2,329 ",0.03,
" 2,330 ",0.033,
" 2,331 ",0.038,
" 2,332 ",0.067,
" 2,333 ",0.116,
" 2,334 ",0.209,
" 2,335 ",0.356,
" 2,336 ",0.452,
" 2,337 ",0.524,
" 2,338 ",0.611,
" 2,339 ",0.643,
" 2,340 ",0.488,
" 2,341 ",0.387,
" 2,342 ",0.33,
" 2,343 ",0.224,
" 2,344 ",0.116,
" 2,345 ",0.064,
" 2,346 ",0.052,
" 2,347 ",0.036,
" 2,348 ",0.022,
" 2,349 ",0.019,
" 2,350 ",0.025,
" 2,351 ",0.034,
" 2,352 ",0.052,
" 2,353 ",0.067,
" 2,354 ",0.191,
" 2,355 ",0.625,
" 2,356 ",0.892,
" 2,357 ",0.96,
" 2,358 ",0.978,
" 2,359 ",0.972,
" 2,360 ",0.959,
" 2,361 ",0.965,
" 2,362 ",0.978,
" 2,363 ",0.939,
" 2,364 ",0.743,
" 2,365 ",0.426,
" 2,366 ",0.198,
" 2,367 ",0.137,
" 2,368 ",0.212,
" 2,369 ",0.267,
" 2,370 ",0.25,
" 2,371 ",0.234,
" 2,372 ",0.247,
" 2,373 ",0.265,
" 2,374 ",0.29,
" 2,375 ",0.325,
" 2,376 ",0.318,
" 2,377 ",0.24,
" 2,378 ",0.205,
" 2,379 ",0.177,
" 2,380 ",0.139,
" 2,381 ",0.077,
" 2,382 ",0.062,
" 2,383 ",0.073,
" 2,384 ",0.07,
" 2,385 ",0.062,
